AIS;Data;Hora;Dia da Semana;Gênero;Idade da Vítima;Escolaridade da Vítima;Raça da Vítima
AIS 15;26/dez/23;11:51;Terça;Feminino;11;Alfabetizado;Parda
AIS 21;08/dez/23;9:30;Sexta;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 15;04/dez/23;22:00;Segunda;Feminino;11;Alfabetizado;Não Informada
AIS 14;04/dez/23;8:00;Segunda;Feminino;12;Alfabetizado;Não Informada
AIS 12;15/dez/23;10:00;Sexta;Feminino;9;Não Informada;Não Informada
AIS 09;11/dez/23;0:00;Segunda;Feminino;8;Ensino Fundamental Incompleto;Não Informada
AIS 10;13/dez/23;23:00;Quarta;Feminino;18;Ensino Médio Completo;Não Informada
AIS 20;03/dez/23;1:30;Domingo;Feminino;11;Alfabetizado;Não Informada
AIS 21;23/dez/23;17:00;Sábado;Feminino;17;Ensino Médio Incompleto;Branca
AIS 21;17/dez/23;20:00;Domingo;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 22;04/dez/23;9:00;Segunda;Feminino;14;Ensino Fundamental Incompleto;Não Informada
AIS 14;24/dez/23;17:00;Domingo;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 16;08/dez/23;16:00;Sexta;Feminino;13;Alfabetizado;Não Informada
AIS 12;06/dez/23;12:00;Quarta;Feminino;14;Ensino Fundamental Completo;Não Informada
AIS 04;22/dez/23;10:00;Sexta;Feminino;15;Ensino Fundamental Incompleto;Não Informada
AIS 23;17/dez/23;15:30;Domingo;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 14;01/dez/23;11:30;Sexta;Feminino;7;Ensino Fundamental Incompleto;Não Informada
AIS 15;03/dez/23;3:00;Domingo;Feminino;15;Ensino Fundamental Incompleto;Não Informada
AIS 15;25/dez/23;10:00;Segunda;Feminino;Não Informada;Não Informada;Não Informada
AIS 17;11/dez/23;0:00;Segunda;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 14;03/dez/23;22:00;Domingo;Não Informado;Não Informada;Não Informada;Não Informada
AIS 21;08/dez/23;8:00;Sexta;Não Informado;Não Informada;Não Informada;Não Informada
AIS 11;09/dez/23;14:00;Sábado;Não Informado;Não Informada;Não Informada;Não Informada
AIS 17;12/dez/23;9:00;Terça;Não Informado;Não Informada;Não Informada;Não Informada
AIS 19;09/dez/23;3:00;Sábado;Masculino;21;Superior Incompleto;Amarela
AIS 10;04/dez/23;7:00;Segunda;Masculino;37;Não Alfabetizado;Não Informada
AIS 16;17/dez/23;16:30;Domingo;Masculino;25;Ensino Médio Incompleto;Indígena
AIS 22;22/dez/23;8:00;Sexta;Feminino;Não Informada;Ensino Fundamental Incompleto;Parda
AIS 08;10/dez/23;9:30;Domingo;Feminino;Não Informada;Ensino Fundamental Completo;Não Informada
AIS 22;11/dez/23;23:00;Segunda;Feminino;46;Alfabetizado;Não Informada
AIS 13;23/dez/23;1:25;Sábado;Feminino;31;Não Alfabetizado;Parda
AIS 19;10/dez/23;10:00;Domingo;Feminino;8;Ensino Fundamental Incompleto;Parda
AIS 11;26/dez/23;9:20;Terça;Feminino;39;Ensino Médio Completo;Parda
AIS 14;25/dez/23;20:00;Segunda;Feminino;4;Alfabetizado;Branca
AIS 03;10/dez/23;0:30;Domingo;Feminino;34;Ensino Médio Completo;Não Informada
AIS 20;16/dez/23;21:00;Sábado;Feminino;22;Ensino Médio Completo;Não Informada
AIS 02;20/dez/23;12:00;Quarta;Feminino;7;Não Alfabetizado;Não Informada
AIS 19;23/dez/23;19:00;Sábado;Feminino;33;Ensino Fundamental Incompleto;Não Informada
AIS 19;17/dez/23;6:00;Domingo;Feminino;20;Ensino Médio Completo;Não Informada
AIS 21;24/dez/23;5:00;Domingo;Feminino;38;Alfabetizado;Parda
AIS 15;13/dez/23;1:30;Quarta;Feminino;39;Superior Incompleto;Não Informada
AIS 09;24/dez/23;23:00;Domingo;Feminino;33;Ensino Médio Completo;Não Informada
AIS 11;26/dez/23;9:20;Terça;Feminino;20;Ensino Médio Completo;Preta
AIS 23;03/dez/23;3:00;Domingo;Feminino;18;Ensino Médio Incompleto;Branca
AIS 15;25/dez/23;17:00;Segunda;Feminino;12;Ensino Fundamental Incompleto;Parda
AIS 19;02/dez/23;0:00;Sábado;Feminino;42;Ensino Médio Completo;Parda
AIS 24;17/dez/23;1:30;Domingo;Feminino;21;Ensino Médio Completo;Branca
AIS 13;12/dez/23;8:00;Terça;Feminino;10;Alfabetizado;Parda
AIS Não Identificada (Fortaleza);11/dez/23;10:00;Segunda;Feminino;Não Informada;Não Informada;Não Informada
AIS 17;23/dez/23;7:30;Sábado;Feminino;20;Ensino Fundamental Incompleto;Não Informada
AIS 16;12/dez/23;10:11;Terça;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 07;20/dez/23;2:00;Quarta;Feminino;26;Superior Incompleto;Não Informada
AIS 04;03/dez/23;0:40;Domingo;Feminino;35;Superior Completo;Não Informada
AIS 17;06/dez/23;8:00;Quarta;Feminino;11;Alfabetizado;Não Informada
AIS 14;13/dez/23;1:00;Quarta;Feminino;24;Ensino Médio Incompleto;Parda
AIS 19;13/dez/23;11:10;Quarta;Feminino;Não Informada;Ensino Fundamental Incompleto;Não Informada
AIS 12;05/dez/23;11:00;Terça;Feminino;44;Ensino Médio Completo;Não Informada
AIS 19;13/dez/23;18:00;Quarta;Feminino;31;Ensino Médio Completo;Não Informada
AIS 09;22/dez/23;20:30;Sexta;Feminino;39;Ensino Fundamental Incompleto;Não Informada
AIS 04;07/dez/23;13:21;Quinta;Feminino;28;Ensino Médio Incompleto;Não Informada
AIS 02;17/dez/23;10:00;Domingo;Feminino;21;Não Informada;Não Informada
AIS 09;11/dez/23;21:00;Segunda;Feminino;21;Superior Incompleto;Não Informada
AIS 17;19/dez/23;17:00;Terça;Feminino;Não Informada;Não Informada;Parda
AIS 03;27/dez/23;10:20;Quarta;Feminino;18;Superior Incompleto;Parda
AIS 01;19/dez/23;22:40;Terça;Feminino;21;Superior Incompleto;Branca
